"_index","agent.id","agent.ip","agent.name","data.app_proto","data.dest_ip","data.dest_port","data.event_type","data.flow.age","data.flow.alerted","data.flow.bytes_toclient","data.flow.bytes_toserver","data.flow.end","data.flow.pkts_toclient","data.flow.pkts_toserver","data.flow.reason","data.flow.start","data.flow.state","data.flow.wrong_thread","data.flow_id","data.http.hostname","data.http.http_method","data.http.http_user_agent","data.http.length","data.http.protocol","data.http.status","data.http.url","data.in_iface","data.proto","data.src_ip","data.src_port","data.ssh.server.proto_version","data.ssh.server.software_version","data.tcp.ack","data.tcp.cwr","data.tcp.ecn","data.tcp.fin","data.tcp.psh","data.tcp.rst","data.tcp.state","data.tcp.syn","data.tcp.tcp_flags","data.tcp.tcp_flags_tc","data.tcp.tcp_flags_ts","data.timestamp","data.tx_id","decoder.name",id,"input.type",location,"manager.name","rule.description","rule.firedtimes","rule.groups","rule.id","rule.level","rule.mail",timestamp
"wazuh-alerts-4.x-2022.11.21",018,"10.11.4.174","orgen-ot-machine-3","-","10.11.2.113",443,flow,0,false,0,148,"2022-11-21T10:17:21.078462+0000",0,2,timeout,"2022-11-21T10:17:21.078462+0000",new,true,"1765993113268862.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",60806,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:19:36.393","-",json,"1669025976.325660133",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,693","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:19:36.494"
"wazuh-alerts-4.x-2022.11.21",018,"10.11.4.174","orgen-ot-machine-3","-","10.11.2.113",7474,flow,0,false,0,148,"2022-11-21T10:17:26.087739+0000",0,2,timeout,"2022-11-21T10:17:26.087739+0000",new,true,"1623395904411323.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",37620,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:19:33.037","-",json,"1669025974.325655515",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,690","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:19:34.491"
"wazuh-alerts-4.x-2022.11.21",019,"10.11.4.172","orgen-ot-machine-1","-","10.11.2.113",53,flow,0,false,0,148,"2022-11-21T10:17:05.298704+0000",0,2,timeout,"2022-11-21T10:17:05.298704+0000",new,true,"786034046635728.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.172",36536,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:19:32.548","-",json,"1669025973.325650337",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,686","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:19:33.198"
"wazuh-alerts-4.x-2022.11.21",017,"10.11.4.138","orgen-ot-machine-2","-","10.11.2.113",443,flow,0,false,0,148,"2022-11-21T10:17:21.077573+0000",0,2,timeout,"2022-11-21T10:17:21.077573+0000",new,true,"556665614184197.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",60806,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:19:30.633","-",json,"1669025971.325630638",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,683","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:19:31.753"
"wazuh-alerts-4.x-2022.11.21",017,"10.11.4.138","orgen-ot-machine-2","-","10.11.2.113",8000,flow,0,false,0,148,"2022-11-21T10:17:26.587343+0000",0,2,timeout,"2022-11-21T10:17:26.587343+0000",new,true,"1259135433111119.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",60086,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:19:28.620","-",json,"1669025969.325595264",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,679","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:19:29.745"
"wazuh-alerts-4.x-2022.11.21",016,"10.11.3.10","1-build-auto-machine-orgen","-","10.11.2.113",8172,flow,0,false,0,148,"2022-11-21T10:17:30.744819+0000",0,2,timeout,"2022-11-21T10:17:30.744819+0000",new,true,"413527239712115.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.3.10",43672,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:19:29.006","-",json,"1669025969.325593988",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,678","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:19:29.415"
"wazuh-alerts-4.x-2022.11.21",019,"10.11.4.172","orgen-ot-machine-1","-","10.11.2.113",6379,flow,0,false,0,148,"2022-11-21T10:17:10.810366+0000",0,2,timeout,"2022-11-21T10:17:10.810366+0000",new,true,"2191169105059198.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.172",54166,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:19:28.519","-",json,"1669025969.325592716",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,677","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:19:29.200"
"wazuh-alerts-4.x-2022.11.21",019,"10.11.4.172","orgen-ot-machine-1","-","10.11.2.113",21,flow,0,false,0,148,"2022-11-21T10:17:04.793646+0000",0,2,timeout,"2022-11-21T10:17:04.793646+0000",new,true,"1485712136346670.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.172",40698,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:19:25.159","-",json,"1669025965.325575041",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,675","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:19:25.193"
"wazuh-alerts-4.x-2022.11.21",017,"10.11.4.138","orgen-ot-machine-2","-","10.11.2.113",8000,flow,0,false,0,148,"2022-11-21T10:16:40.951336+0000",0,2,timeout,"2022-11-21T10:16:40.951336+0000",new,true,"1394791972111400.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.174",48180,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:19:19.230","-",json,"1669025959.325504600",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,667","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:19:19.735"
"wazuh-alerts-4.x-2022.11.21",019,"10.11.4.172","orgen-ot-machine-1","-","10.11.2.113",8090,flow,0,false,0,148,"2022-11-21T10:17:12.814621+0000",0,2,timeout,"2022-11-21T10:17:12.814621+0000",new,true,"1340647468985885.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.172",40940,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:19:18.451","-",json,"1669025959.325503328",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,666","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:19:19.183"
"wazuh-alerts-4.x-2022.11.21",017,"10.11.4.138","orgen-ot-machine-2","-","10.11.2.113",8080,flow,0,false,0,148,"2022-11-21T10:16:41.452099+0000",0,2,timeout,"2022-11-21T10:16:41.452099+0000",new,true,"971338261587459.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.174",56250,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:19:17.217","-",json,"1669025957.325502058",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,665","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:19:17.733"
"wazuh-alerts-4.x-2022.11.21",018,"10.11.4.174","orgen-ot-machine-3","-","10.11.2.113",53,flow,0,false,0,148,"2022-11-21T10:16:34.434623+0000",0,2,timeout,"2022-11-21T10:16:34.434623+0000",new,true,"205932139291071.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.174",42878,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:19:16.257","-",json,"1669025956.325483203",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,662","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:19:16.475"
"wazuh-alerts-4.x-2022.11.21",017,"10.11.4.138","orgen-ot-machine-2",ssh,"10.11.2.113",22,flow,0,false,478,520,"2022-11-21T10:17:20.123882+0000",6,8,timeout,"2022-11-21T10:17:20.073374+0000",closed,true,"407441270382238.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",54612,"-","-",true,"-","-",true,true,true,closed,true,1f,1a,17,"Nov 21, 2022 @ 11:19:15.230","-",json,"1669025955.325481798",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,661","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:19:15.739"
"wazuh-alerts-4.x-2022.11.21",017,"10.11.4.138","orgen-ot-machine-2","-","10.11.2.113",22,ssh,"-","-","-","-","-","-","-","-","-","-","-","407441270382238.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",54612,"2.0","OpenSSH_for_Windows_8.1","-","-","-","-","-","-","-","-","-","-","-","Nov 21, 2022 @ 11:19:15.229",0,json,"1669025955.325481050",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,660","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:19:15.737"
"wazuh-alerts-4.x-2022.11.21",017,"10.11.4.138","orgen-ot-machine-2","-","10.11.2.113",9092,flow,0,false,0,148,"2022-11-21T10:16:43.455994+0000",0,2,timeout,"2022-11-21T10:16:43.455994+0000",new,true,"125511024768314.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.174",46200,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:19:15.204","-",json,"1669025955.325478514",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,658","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:19:15.733"
"wazuh-alerts-4.x-2022.11.21",017,"10.11.4.138","orgen-ot-machine-2","-","10.11.2.113",3283,flow,0,false,0,148,"2022-11-21T10:16:36.940155+0000",0,2,timeout,"2022-11-21T10:16:36.940155+0000",new,true,"406769105131643.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.174",56380,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:19:14.532","-",json,"1669025955.325477244",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,657","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:19:15.731"
"wazuh-alerts-4.x-2022.11.21",017,"10.11.4.138","orgen-ot-machine-2","-","10.11.2.113",8888,flow,0,false,0,148,"2022-11-21T10:16:42.955024+0000",0,2,timeout,"2022-11-21T10:16:42.955024+0000",new,true,"1250214783128208.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.174",41882,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:19:13.191","-",json,"1669025953.325440183",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,652","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:19:13.732"
"wazuh-alerts-4.x-2022.11.21",017,"10.11.4.138","orgen-ot-machine-2","-","10.11.2.113",9200,flow,0,false,0,148,"2022-11-21T10:17:29.592271+0000",0,2,timeout,"2022-11-21T10:17:29.592271+0000",new,true,"967081952086415.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",45912,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:19:10.506","-",json,"1669025951.325422510",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,650","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:19:11.731"
"wazuh-alerts-4.x-2022.11.21",017,"10.11.4.138","orgen-ot-machine-2","-","10.11.2.113",8172,flow,0,false,0,148,"2022-11-21T10:16:42.453763+0000",0,2,timeout,"2022-11-21T10:16:42.453763+0000",new,true,"543477914594435.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.174",40048,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:19:07.154","-",json,"1669025947.325398799",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,644","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:19:07.721"
"wazuh-alerts-4.x-2022.11.21",018,"10.11.4.174","orgen-ot-machine-3","-","10.11.2.113",80,flow,0,false,0,148,"2022-11-21T10:17:20.577387+0000",0,2,timeout,"2022-11-21T10:17:20.577387+0000",new,true,"481868758699883.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",55954,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:19:06.193","-",json,"1669025946.325378442",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,640","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:19:06.459"
"wazuh-alerts-4.x-2022.11.21",017,"10.11.4.138","orgen-ot-machine-2","-","10.11.2.113",8080,flow,0,false,0,148,"2022-11-21T10:17:27.088253+0000",0,2,timeout,"2022-11-21T10:17:27.088253+0000",new,true,"1244468119820477.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",52658,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:19:03.129","-",json,"1669025943.325343296",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,636","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:19:03.715"
"wazuh-alerts-4.x-2022.11.21",017,"10.11.4.138","orgen-ot-machine-2","-","10.11.2.113",27017,flow,0,false,0,148,"2022-11-21T10:17:30.093181+0000",0,2,timeout,"2022-11-21T10:17:30.093181+0000",new,true,"1521892942572541.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",38564,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:18:56.418","-",json,"1669025937.325274256",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,626","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:18:57.709"
"wazuh-alerts-4.x-2022.11.21",016,"10.11.3.10","1-build-auto-machine-orgen","-","10.11.2.113",6379,flow,0,false,0,148,"2022-11-21T10:17:28.240362+0000",0,2,timeout,"2022-11-21T10:17:28.240362+0000",new,true,"112001208068842.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.3.10",60386,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:18:55.459","-",json,"1669025937.325272980",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,625","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:18:57.379"
"wazuh-alerts-4.x-2022.11.21",019,"10.11.4.172","orgen-ot-machine-1","-","10.11.2.113",5601,flow,0,false,0,148,"2022-11-21T10:17:10.309238+0000",0,2,timeout,"2022-11-21T10:17:10.309238+0000",new,true,"2171715050715126.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.172",39030,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:18:55.631","-",json,"1669025937.325255305",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,623","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:18:57.157"
"wazuh-alerts-4.x-2022.11.21",018,"10.11.4.174","orgen-ot-machine-3","-","10.11.2.113",8090,flow,0,false,0,148,"2022-11-21T10:16:41.952720+0000",0,2,timeout,"2022-11-21T10:16:41.952720+0000",new,true,"896897888389520.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.174",51970,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:18:54.111","-",json,"1669025934.325252406",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,621","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:18:54.444"
"wazuh-alerts-4.x-2022.11.21",016,"10.11.3.10","1-build-auto-machine-orgen","-","10.11.2.113",3306,flow,0,false,0,148,"2022-11-21T10:17:25.735720+0000",0,2,timeout,"2022-11-21T10:17:25.735720+0000",new,true,"392157629594088.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.3.10",38146,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:18:52.107","-",json,"1669025933.325249977",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,619","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:18:53.384"
"wazuh-alerts-4.x-2022.11.21",016,"10.11.3.10","1-build-auto-machine-orgen","-","10.11.2.113",8888,flow,0,false,0,148,"2022-11-21T10:17:31.245710+0000",0,2,timeout,"2022-11-21T10:17:31.245710+0000",new,true,"110220944326606.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.3.10",40956,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:18:52.106","-",json,"1669025933.325248701",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,618","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:18:53.382"
"wazuh-alerts-4.x-2022.11.21",016,"10.11.3.10","1-build-auto-machine-orgen","-","10.11.2.113",5000,flow,0,false,0,148,"2022-11-21T10:17:26.737575+0000",0,2,timeout,"2022-11-21T10:17:26.737575+0000",new,true,"672981918826791.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.3.10",45442,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:18:51.434","-",json,"1669025933.325247425",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,617","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:18:53.380"
"wazuh-alerts-4.x-2022.11.21",016,"10.11.3.10","1-build-auto-machine-orgen","-","10.11.2.113",5601,flow,0,false,0,148,"2022-11-21T10:17:27.739422+0000",0,2,timeout,"2022-11-21T10:17:27.739422+0000",new,true,"1517155593439326.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.3.10",37892,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:18:51.434","-",json,"1669025933.325246147",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,616","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:18:53.378"
"wazuh-alerts-4.x-2022.11.21",017,"10.11.4.138","orgen-ot-machine-2","-","10.11.2.113",8888,flow,0,false,0,148,"2022-11-21T10:17:28.590712+0000",0,2,timeout,"2022-11-21T10:17:28.590712+0000",new,true,"111552383943544.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",54190,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:18:51.053","-",json,"1669025931.325228121",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,614","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:18:51.707"
"wazuh-alerts-4.x-2022.11.21",018,"10.11.4.174","orgen-ot-machine-3",ssh,"10.11.2.113",22,flow,0,false,478,520,"2022-11-21T10:16:34.627619+0000",6,8,timeout,"2022-11-21T10:16:34.430476+0000",closed,true,"329408154079628.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.174",49306,"-","-",true,"-","-",true,true,true,closed,true,1f,1a,17,"Nov 21, 2022 @ 11:18:46.092","-",json,"1669025926.325177483",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,610","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:18:46.440"
"wazuh-alerts-4.x-2022.11.21",018,"10.11.4.174","orgen-ot-machine-3","-","10.11.2.113",22,ssh,"-","-","-","-","-","-","-","-","-","-","-","329408154079628.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.174",49306,"2.0","OpenSSH_for_Windows_8.1","-","-","-","-","-","-","-","-","-","-","-","Nov 21, 2022 @ 11:18:46.092",0,json,"1669025926.325176735",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,609","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:18:46.437"
"wazuh-alerts-4.x-2022.11.21",018,"10.11.4.174","orgen-ot-machine-3","-","10.11.2.113",6379,flow,0,false,0,148,"2022-11-21T10:17:25.586906+0000",0,2,timeout,"2022-11-21T10:17:25.586906+0000",new,true,"1032457796580506.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",42380,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:18:45.389","-",json,"1669025926.325175463",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,608","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:18:46.435"
"wazuh-alerts-4.x-2022.11.21",017,"10.11.4.138","orgen-ot-machine-2","-","10.11.2.113",7474,flow,0,false,0,148,"2022-11-21T10:16:40.449771+0000",0,2,timeout,"2022-11-21T10:16:40.449771+0000",new,true,"1092840738839787.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.174",34604,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:18:44.342","-",json,"1669025925.325174191",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,607","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:18:45.699"
"wazuh-alerts-4.x-2022.11.21",017,"10.11.4.138","orgen-ot-machine-2","-","10.11.2.113",53,flow,0,false,0,148,"2022-11-21T10:17:20.075770+0000",0,2,timeout,"2022-11-21T10:17:20.075770+0000",new,true,"1796276927604730.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",38158,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:18:44.342","-",json,"1669025925.325172919",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,606","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:18:45.697"
"wazuh-alerts-4.x-2022.11.21",019,"10.11.4.172","orgen-ot-machine-1","-","10.11.2.113",5000,flow,0,false,0,148,"2022-11-21T10:17:09.307107+0000",0,2,timeout,"2022-11-21T10:17:09.307107+0000",new,true,"2164712106471331.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.172",37926,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:18:43.549","-",json,"1669025925.325171647",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,605","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:18:45.185"
"wazuh-alerts-4.x-2022.11.21",019,"10.11.4.172","orgen-ot-machine-1","-","10.11.2.113",8080,flow,0,false,0,148,"2022-11-21T10:17:12.313573+0000",0,2,timeout,"2022-11-21T10:17:12.313573+0000",new,true,"1883054593853669.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.172",57198,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:18:43.549","-",json,"1669025925.325170375",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,604","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:18:45.142"
"wazuh-alerts-4.x-2022.11.21",018,"10.11.4.174","orgen-ot-machine-3","-","10.11.2.113",3306,flow,0,false,0,148,"2022-11-21T10:17:23.082077+0000",0,2,timeout,"2022-11-21T10:17:23.082077+0000",new,true,"42491456995485.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",50604,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:18:37.334","-",json,"1669025918.325103469",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,599","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:18:38.432"
"wazuh-alerts-4.x-2022.11.21",018,"10.11.4.174","orgen-ot-machine-3","-","10.11.2.113",8888,flow,0,false,0,148,"2022-11-21T10:17:28.591460+0000",0,2,timeout,"2022-11-21T10:17:28.591460+0000",new,true,"2153304674535012.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",54190,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:18:37.334","-",json,"1669025918.325102197",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,598","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:18:38.429"
"wazuh-alerts-4.x-2022.11.21",018,"10.11.4.174","orgen-ot-machine-3","-","10.11.2.113",3306,flow,0,false,0,148,"2022-11-21T10:16:37.443289+0000",0,2,timeout,"2022-11-21T10:16:37.443289+0000",new,true,"464040346633113.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.174",35632,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:18:36.664","-",json,"1669025918.325100927",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,597","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:18:38.427"
"wazuh-alerts-4.x-2022.11.21",017,"10.11.4.138","orgen-ot-machine-2","-","10.11.2.113",1023,flow,0,false,0,148,"2022-11-21T10:17:21.578528+0000",0,2,timeout,"2022-11-21T10:17:21.578528+0000",new,true,"1933037276353504.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",40616,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:18:37.632","-",json,"1669025917.325099655",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,596","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:18:37.689"
"wazuh-alerts-4.x-2022.11.21",017,"10.11.4.138","orgen-ot-machine-2","-","10.11.2.113",5601,flow,0,false,0,148,"2022-11-21T10:17:25.085089+0000",0,2,timeout,"2022-11-21T10:17:25.085089+0000",new,true,"1369520387476577.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",32772,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:18:36.292","-",json,"1669025917.325098383",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,595","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:18:37.687"
"wazuh-alerts-4.x-2022.11.21",016,"10.11.3.10","1-build-auto-machine-orgen","-","10.11.2.113",9092,flow,0,false,0,148,"2022-11-21T10:17:31.746616+0000",0,2,timeout,"2022-11-21T10:17:31.746616+0000",new,true,"2071895717143672.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.3.10",38664,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:18:37.346","-",json,"1669025917.325097105",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,594","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:18:37.359"
"wazuh-alerts-4.x-2022.11.21",018,"10.11.4.174","orgen-ot-machine-3","-","10.11.2.113",4444,flow,0,false,0,148,"2022-11-21T10:16:37.944280+0000",0,2,timeout,"2022-11-21T10:16:37.944280+0000",new,true,"2010784771434648.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.174",46804,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:18:34.649","-",json,"1669025916.325079428",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,592","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:18:36.423"
